ATM Name,Transaction Date,No Of Withdrawals,No Of XYZ Card Withdrawals,No Of Other Card Withdrawals,Total amount Withdrawn,Amount withdrawn XYZ Card,Amount withdrawn Other Card,Weekday,Festival Religion,Working Day,Holiday Sequence
Christ College ATM,18-06-2013,85,51,34,323700,249800,73900,TUESDAY,NH,W,WWW
Christ College ATM,19-06-2013,111,61,50,615700,356900,258800,WEDNESDAY,NH,W,WWW
Christ College ATM,20-06-2013,87,49,38,263800,150000,113800,THURSDAY,NH,W,WWW
Christ College ATM,21-06-2013,89,39,50,447900,259200,188700,FRIDAY,NH,W,WWH
Christ College ATM,22-06-2013,154,65,89,780500,495600,284900,SATURDAY,NH,H,WHH
Christ College ATM,23-06-2013,106,29,77,298200,116800,181400,SUNDAY,NH,H,HHW
Christ College ATM,24-06-2013,93,55,38,332200,231000,101200,MONDAY,NH,W,HWW
Christ College ATM,25-06-2013,107,55,52,550200,290100,260100,TUESDAY,NH,W,WWW
Christ College ATM,26-06-2013,95,53,42,506000,365100,140900,WEDNESDAY,NH,W,WWW
Christ College ATM,27-06-2013,116,52,64,451400,247900,203500,THURSDAY,NH,W,WWW
Christ College ATM,28-06-2013,113,50,63,446100,254400,191700,FRIDAY,NH,W,WWH
Christ College ATM,29-06-2013,157,86,71,802000,496600,305400,SATURDAY,NH,H,WHH
Christ College ATM,30-06-2013,123,25,98,477200,117700,359500,SUNDAY,NH,H,HHW
Christ College ATM,01-07-2013,117,80,37,679100,457800,221300,MONDAY,NH,W,HWW
Christ College ATM,02-07-2013,193,82,111,875100,379900,495200,TUESDAY,NH,W,WWW
Christ College ATM,03-07-2013,182,80,102,867000,454900,412100,WEDNESDAY,NH,W,WWW
Christ College ATM,04-07-2013,217,76,141,1042900,403300,639600,THURSDAY,NH,W,WWW
Christ College ATM,05-07-2013,230,93,137,1202700,498500,704200,FRIDAY,NH,W,WWH
Christ College ATM,06-07-2013,133,69,64,696200,430600,265600,SATURDAY,NH,H,WHH
Christ College ATM,07-07-2013,93,34,59,328900,142800,186100,SUNDAY,NH,H,HHW
Christ College ATM,08-07-2013,165,67,98,812500,463600,348900,MONDAY,NH,W,HWW
Christ College ATM,09-07-2013,158,68,90,617900,331300,286600,TUESDAY,NH,W,WWW
Christ College ATM,10-07-2013,124,65,59,689900,450000,239900,WEDNESDAY,NH,W,WWW
Christ College ATM,11-07-2013,147,61,86,666400,370300,296100,THURSDAY,NH,W,WWW
Christ College ATM,12-07-2013,128,51,77,547800,277500,270300,FRIDAY,NH,W,WWH
Christ College ATM,13-07-2013,89,50,39,415200,283400,131800,SATURDAY,NH,H,WHH
Christ College ATM,14-07-2013,28,23,5,138800,123700,15100,SUNDAY,NH,H,HHW
Christ College ATM,15-07-2013,105,74,31,588600,438200,150400,MONDAY,NH,W,HWW
Christ College ATM,16-07-2013,106,54,52,450100,264200,185900,TUESDAY,NH,W,WWW
Christ College ATM,17-07-2013,160,64,96,792800,480700,312100,WEDNESDAY,NH,W,WWW
Christ College ATM,18-07-2013,177,72,105,886900,537900,349000,THURSDAY,NH,W,WWW
Christ College ATM,19-07-2013,140,46,94,527900,228600,299300,FRIDAY,NH,W,WWH
Christ College ATM,20-07-2013,134,47,87,583100,245400,337700,SATURDAY,NH,H,WHH
Christ College ATM,21-07-2013,75,35,40,203700,110100,93600,SUNDAY,NH,H,HHW
Christ College ATM,22-07-2013,104,53,51,356900,213100,143800,MONDAY,NH,W,HWW
Christ College ATM,23-07-2013,106,64,42,546400,376600,169800,TUESDAY,NH,W,WWW
Christ College ATM,24-07-2013,41,30,11,254200,190700,63500,WEDNESDAY,NH,W,WWW
Christ College ATM,25-07-2013,100,51,49,511700,281600,230100,THURSDAY,NH,W,WWW
Christ College ATM,26-07-2013,107,68,39,486800,366600,120200,FRIDAY,NH,W,WWH
Christ College ATM,27-07-2013,145,69,76,628800,437200,191600,SATURDAY,NH,H,WHH
Christ College ATM,28-07-2013,92,40,52,291900,194400,97500,SUNDAY,NH,H,HHW
Christ College ATM,29-07-2013,161,51,110,606600,222400,384200,MONDAY,NH,W,HWW
Christ College ATM,30-07-2013,120,55,65,401200,193800,207400,TUESDAY,NH,W,WWW
Christ College ATM,31-07-2013,208,68,140,821800,367700,454100,WEDNESDAY,NH,W,WWW
Christ College ATM,01-08-2013,161,69,92,750600,324300,426300,THURSDAY,NH,W,WWW
Christ College ATM,02-08-2013,194,65,129,956800,371100,585700,FRIDAY,NH,W,WWH
Christ College ATM,03-08-2013,164,42,122,740200,167200,573000,SATURDAY,NH,H,WHH
Christ College ATM,04-08-2013,90,32,58,283000,79400,203600,SUNDAY,NH,H,HHW
Christ College ATM,05-08-2013,181,79,102,950000,518400,431600,MONDAY,NH,W,HWW
Christ College ATM,06-08-2013,174,64,110,747000,249400,497600,TUESDAY,NH,W,WWW
Christ College ATM,07-08-2013,37,14,23,180400,90000,90400,WEDNESDAY,NH,W,WWW
Christ College ATM,08-08-2013,180,65,115,922300,374400,547900,THURSDAY,NH,W,WWW
Christ College ATM,09-08-2013,105,19,86,363800,60900,302900,FRIDAY,NH,W,WWH
Christ College ATM,10-08-2013,97,49,48,449700,225600,224100,SATURDAY,NH,H,WHH
Christ College ATM,11-08-2013,139,37,102,473400,127200,346200,SUNDAY,NH,H,HHW
Christ College ATM,12-08-2013,158,60,98,808200,419100,389100,MONDAY,NH,W,HWW
Christ College ATM,13-08-2013,169,95,74,897400,583600,313800,TUESDAY,NH,W,WWW
Christ College ATM,14-08-2013,116,52,64,554300,296900,257400,WEDNESDAY,NH,W,WWH
Christ College ATM,15-08-2013,65,20,45,198600,123200,75400,THURSDAY,N,H,WHW
Christ College ATM,16-08-2013,134,47,87,627900,290700,337200,FRIDAY,NH,W,HWH
Christ College ATM,17-08-2013,131,55,76,671000,400700,270300,SATURDAY,NH,H,WHH
Christ College ATM,18-08-2013,86,32,54,196500,101000,95500,SUNDAY,NH,H,HHW
Christ College ATM,19-08-2013,114,50,64,546400,282200,264200,MONDAY,NH,W,HWW
Christ College ATM,20-08-2013,140,62,78,507500,281800,225700,TUESDAY,NH,W,WWW
Christ College ATM,21-08-2013,103,63,40,564100,461800,102300,WEDNESDAY,NH,W,WWW
Christ College ATM,22-08-2013,132,53,79,572600,333500,239100,THURSDAY,NH,W,WWW
Christ College ATM,23-08-2013,123,73,50,683900,460900,223000,FRIDAY,NH,W,WWH
Christ College ATM,24-08-2013,51,28,23,286200,167900,118300,SATURDAY,NH,H,WHH
Christ College ATM,26-08-2013,76,32,44,233300,132900,100400,MONDAY,NH,W,HWW
Christ College ATM,27-08-2013,139,47,92,734500,245800,488700,TUESDAY,NH,W,WWW
Christ College ATM,28-08-2013,103,42,61,376000,191700,184300,WEDNESDAY,NH,W,WWW
Christ College ATM,29-08-2013,150,68,82,608400,370300,238100,THURSDAY,NH,W,WWW
Christ College ATM,30-08-2013,162,53,109,673800,239800,434000,FRIDAY,NH,W,WWH
Christ College ATM,31-08-2013,154,58,96,736400,285400,451000,SATURDAY,NH,H,WHH
Christ College ATM,01-09-2013,140,56,84,619100,220200,398900,SUNDAY,NH,H,HHW
Christ College ATM,02-09-2013,162,56,106,817800,305900,511900,MONDAY,NH,W,HWW
Christ College ATM,03-09-2013,157,59,98,838200,406700,431500,TUESDAY,NH,W,WWW
Christ College ATM,04-09-2013,220,60,160,964500,342100,622400,WEDNESDAY,NH,W,WWW
Christ College ATM,05-09-2013,156,58,98,828100,417900,410200,THURSDAY,NH,W,WWW
Christ College ATM,06-09-2013,149,64,85,494200,157700,336500,FRIDAY,NH,W,WWH
Christ College ATM,07-09-2013,130,78,52,782400,522000,260400,SATURDAY,NH,H,WHH
Christ College ATM,08-09-2013,73,32,41,345700,179100,166600,SUNDAY,NH,H,HHH
Christ College ATM,09-09-2013,96,33,63,532900,200400,332500,MONDAY,H,H,HHW
Christ College ATM,10-09-2013,197,66,131,932000,410000,522000,TUESDAY,NH,W,HWW
Christ College ATM,11-09-2013,120,43,77,617000,280800,336200,WEDNESDAY,NH,W,WWW
Christ College ATM,12-09-2013,116,45,71,562800,268400,294400,THURSDAY,NH,W,WWW
Christ College ATM,13-09-2013,137,60,77,753900,476800,277100,FRIDAY,NH,W,WWH
Christ College ATM,14-09-2013,137,57,80,650400,357800,292600,SATURDAY,NH,H,WHH
Christ College ATM,15-09-2013,129,26,103,519900,106600,413300,SUNDAY,NH,H,HHW
Christ College ATM,16-09-2013,123,35,88,411400,144500,266900,MONDAY,NH,W,HWW
Christ College ATM,17-09-2013,216,62,154,825300,272000,553300,TUESDAY,NH,W,WWW
Christ College ATM,18-09-2013,118,52,66,498800,278500,220300,WEDNESDAY,NH,W,WWW
Christ College ATM,19-09-2013,129,65,64,530800,324100,206700,THURSDAY,NH,W,WWW
Christ College ATM,20-09-2013,127,58,69,584100,336800,247300,FRIDAY,NH,W,WWH
Christ College ATM,21-09-2013,119,52,67,523800,263200,260600,SATURDAY,NH,H,WHH
Christ College ATM,22-09-2013,74,31,43,262400,67200,195200,SUNDAY,NH,H,HHW
Christ College ATM,23-09-2013,136,56,80,499300,204100,295200,MONDAY,NH,W,HWW
Christ College ATM,24-09-2013,130,60,70,575300,260900,314400,TUESDAY,NH,W,WWW
Christ College ATM,25-09-2013,119,75,44,472000,295000,177000,WEDNESDAY,NH,W,WWW
Christ College ATM,26-09-2013,137,85,52,774200,571100,203100,THURSDAY,NH,W,WWW
Christ College ATM,27-09-2013,108,46,62,346200,133200,213000,FRIDAY,NH,W,WWH
Christ College ATM,28-09-2013,109,69,40,773300,611400,161900,SATURDAY,NH,H,WHH
Christ College ATM,29-09-2013,127,52,75,517200,311700,205500,SUNDAY,NH,H,HHW
Christ College ATM,30-09-2013,116,68,48,515100,289000,226100,MONDAY,NH,W,HWW
Christ College ATM,01-10-2013,116,55,61,674500,351200,323300,TUESDAY,NH,W,WWH
Christ College ATM,02-10-2013,172,46,126,868500,341700,526800,WEDNESDAY,N,H,WHW
Christ College ATM,03-10-2013,161,74,87,713600,332400,381200,THURSDAY,NH,W,HWW
Christ College ATM,04-10-2013,192,66,126,823700,254400,569300,FRIDAY,NH,W,WWH
Christ College ATM,05-10-2013,224,73,151,996000,338800,657200,SATURDAY,NH,H,WHH
Christ College ATM,06-10-2013,135,57,78,526300,218200,308100,SUNDAY,NH,H,HHW
Christ College ATM,07-10-2013,195,53,142,864900,260400,604500,MONDAY,NH,W,HWW
Christ College ATM,08-10-2013,132,66,66,538200,274500,263700,TUESDAY,NH,W,WWW
Christ College ATM,09-10-2013,216,64,152,1035000,409800,625200,WEDNESDAY,NH,W,WWW
Christ College ATM,10-10-2013,185,64,121,881300,336100,545200,THURSDAY,NH,W,WWW
Christ College ATM,11-10-2013,132,61,71,509300,306900,202400,FRIDAY,NH,W,WWH
Christ College ATM,12-10-2013,120,54,66,489200,253200,236000,SATURDAY,NH,H,WHH
Christ College ATM,13-10-2013,127,31,96,595600,259400,336200,SUNDAY,NH,H,HHH
Christ College ATM,14-10-2013,126,34,92,488900,154700,334200,MONDAY,H,H,HHW
Christ College ATM,15-10-2013,126,66,60,530300,290700,239600,TUESDAY,NH,W,HWW
Christ College ATM,16-10-2013,95,31,64,369900,141600,228300,WEDNESDAY,NH,W,WWW
Christ College ATM,17-10-2013,109,65,44,567600,466200,101400,THURSDAY,NH,W,WWW
Christ College ATM,18-10-2013,79,51,28,397200,306800,90400,FRIDAY,NH,W,WWH
Christ College ATM,19-10-2013,120,52,68,568500,296000,272500,SATURDAY,NH,H,WHH
Christ College ATM,20-10-2013,109,36,73,424800,162800,262000,SUNDAY,NH,H,HHW
Christ College ATM,21-10-2013,117,47,70,562700,294300,268400,MONDAY,NH,W,HWW
Christ College ATM,22-10-2013,155,50,105,611900,258100,353800,TUESDAY,NH,W,WWW
Christ College ATM,23-10-2013,104,47,57,356000,218800,137200,WEDNESDAY,NH,W,WWW
Christ College ATM,24-10-2013,97,46,51,455600,258900,196700,THURSDAY,NH,W,WWW
Christ College ATM,25-10-2013,119,44,75,520800,198900,321900,FRIDAY,NH,W,WWH
Christ College ATM,26-10-2013,152,53,99,560700,150500,410200,SATURDAY,NH,H,WHH
Christ College ATM,27-10-2013,133,34,99,389700,135500,254200,SUNDAY,NH,H,HHW
Christ College ATM,28-10-2013,111,62,49,471000,344300,126700,MONDAY,NH,W,HWW
Christ College ATM,29-10-2013,155,68,87,772300,377000,395300,TUESDAY,NH,W,WWW
Christ College ATM,30-10-2013,235,80,155,1096400,415400,681000,WEDNESDAY,NH,W,WWW
Christ College ATM,31-10-2013,192,92,100,912000,471600,440400,THURSDAY,NH,W,WWW
Christ College ATM,01-11-2013,167,72,95,820600,369500,451100,FRIDAY,NH,W,WWH
Christ College ATM,02-11-2013,70,18,52,349900,73600,276300,SATURDAY,NH,H,WHH
Christ College ATM,03-11-2013,53,18,35,191400,86900,104500,SUNDAY,H,H,HHW
Christ College ATM,04-11-2013,169,66,103,914500,342500,572000,MONDAY,NH,W,HWH
Christ College ATM,05-11-2013,184,76,108,834500,376800,457700,TUESDAY,M,H,WHW
Christ College ATM,06-11-2013,146,54,92,724400,295300,429100,WEDNESDAY,NH,W,HWW
Christ College ATM,07-11-2013,152,53,99,686800,267300,419500,THURSDAY,NH,W,WWW
Christ College ATM,08-11-2013,127,53,74,664500,292300,372200,FRIDAY,NH,W,WWH
Christ College ATM,09-11-2013,191,57,134,956500,426100,530400,SATURDAY,NH,H,WHH
Christ College ATM,10-11-2013,164,44,120,709000,273700,435300,SUNDAY,NH,H,HHW
Christ College ATM,11-11-2013,245,58,187,899900,231300,668600,MONDAY,NH,W,HWW
Christ College ATM,12-11-2013,145,55,90,666700,334500,332200,TUESDAY,NH,W,WWW
Christ College ATM,13-11-2013,142,49,93,548600,260100,288500,WEDNESDAY,NH,W,WWW
Christ College ATM,14-11-2013,160,46,114,610100,210100,400000,THURSDAY,NH,W,WWW
Christ College ATM,15-11-2013,163,46,117,756800,294100,462700,FRIDAY,NH,W,WWH
Christ College ATM,16-11-2013,118,41,77,572800,265700,307100,SATURDAY,NH,H,WHH
Christ College ATM,17-11-2013,212,37,175,694200,139200,555000,SUNDAY,NH,H,HHW
Christ College ATM,18-11-2013,142,50,92,406300,142700,263600,MONDAY,NH,W,HWW
Christ College ATM,19-11-2013,119,52,67,464600,171900,292700,TUESDAY,NH,W,WWW
Christ College ATM,20-11-2013,163,53,110,652800,251000,401800,WEDNESDAY,NH,W,WWW
Christ College ATM,21-11-2013,183,45,138,562400,139500,422900,THURSDAY,NH,W,WWW
Christ College ATM,22-11-2013,139,46,93,473300,154600,318700,FRIDAY,NH,W,WWH
Christ College ATM,23-11-2013,176,65,111,728600,380200,348400,SATURDAY,NH,H,WHH
Christ College ATM,24-11-2013,124,31,93,416000,94300,321700,SUNDAY,NH,H,HHW
Christ College ATM,25-11-2013,212,60,152,793400,253400,540000,MONDAY,NH,W,HWW
Christ College ATM,26-11-2013,161,44,117,547200,162400,384800,TUESDAY,NH,W,WWW
Christ College ATM,27-11-2013,169,64,105,651300,363000,288300,WEDNESDAY,NH,W,WWW
Christ College ATM,28-11-2013,164,64,100,769600,448500,321100,THURSDAY,NH,W,WWW
Christ College ATM,29-11-2013,173,51,122,638900,247400,391500,FRIDAY,NH,W,WWH
Christ College ATM,30-11-2013,171,77,94,787400,387800,399600,SATURDAY,NH,H,WHH
Christ College ATM,01-12-2013,211,51,160,800100,170000,630100,SUNDAY,NH,H,HHW
Christ College ATM,02-12-2013,200,65,135,898300,292300,606000,MONDAY,NH,W,HWW
Christ College ATM,03-12-2013,222,76,146,1044200,403000,641200,TUESDAY,NH,W,WWW
Christ College ATM,04-12-2013,208,86,122,1050900,522200,528700,WEDNESDAY,NH,W,WWW
Christ College ATM,05-12-2013,186,66,120,855200,324400,530800,THURSDAY,NH,W,WWW
Christ College ATM,06-12-2013,151,40,111,508000,114600,393400,FRIDAY,NH,W,WWH
Christ College ATM,07-12-2013,148,70,78,683600,430000,253600,SATURDAY,NH,H,WHH
Christ College ATM,08-12-2013,94,36,58,320700,156600,164100,SUNDAY,NH,H,HHW
Christ College ATM,09-12-2013,125,63,62,734900,452600,282300,MONDAY,NH,W,HWW
Christ College ATM,10-12-2013,130,48,82,452600,215900,236700,TUESDAY,NH,W,WWW
Christ College ATM,11-12-2013,157,61,96,726500,330100,396400,WEDNESDAY,NH,W,WWW
Christ College ATM,12-12-2013,137,57,80,510500,338900,171600,THURSDAY,NH,W,WWW
Christ College ATM,23-12-2013,22,14,8,104000,81800,22200,MONDAY,NH,W,HWW
Christ College ATM,24-12-2013,110,94,16,522200,458900,63300,TUESDAY,NH,W,WWH
Christ College ATM,25-12-2013,76,38,38,233100,184400,48700,WEDNESDAY,C,H,WHW
Christ College ATM,26-12-2013,92,52,40,520800,363300,157500,THURSDAY,NH,W,HWW
Christ College ATM,27-12-2013,46,22,24,82400,48200,34200,FRIDAY,NH,W,WWH
Christ College ATM,28-12-2013,116,54,62,525600,330200,195400,SATURDAY,NH,H,WHH
Christ College ATM,29-12-2013,65,41,24,233300,175600,57700,SUNDAY,NH,H,HHW
Christ College ATM,30-12-2013,111,65,46,576800,391900,184900,MONDAY,NH,W,HWW
Christ College ATM,31-12-2013,110,59,51,376400,270400,106000,TUESDAY,NH,W,WWH
Christ College ATM,01-01-2014,85,35,50,318400,164100,154300,WEDNESDAY,C,H,WHW
Christ College ATM,02-01-2014,183,77,106,836100,347800,488300,THURSDAY,NH,W,HWW
Christ College ATM,03-01-2014,158,55,103,831500,330500,501000,FRIDAY,NH,W,WWH
Christ College ATM,04-01-2014,168,91,77,960600,527800,432800,SATURDAY,NH,H,WHH
Christ College ATM,05-01-2014,155,62,93,523900,223800,300100,SUNDAY,NH,H,HHW
Christ College ATM,06-01-2014,218,89,129,1087000,530200,556800,MONDAY,NH,W,HWW
Christ College ATM,07-01-2014,159,53,106,760600,258300,502300,TUESDAY,NH,W,WWW
Christ College ATM,08-01-2014,214,52,162,1028300,300500,727800,WEDNESDAY,NH,W,WWW
Christ College ATM,09-01-2014,138,52,86,577000,253300,323700,THURSDAY,NH,W,WWW
Christ College ATM,10-01-2014,174,71,103,785300,431400,353900,FRIDAY,NH,W,WWH
Christ College ATM,11-01-2014,136,76,60,710000,487000,223000,SATURDAY,NH,H,WHH
Christ College ATM,12-01-2014,99,40,59,353600,186800,166800,SUNDAY,NH,H,HHW
Christ College ATM,13-01-2014,155,47,108,664000,227300,436700,MONDAY,NH,W,HWH
Christ College ATM,14-01-2014,91,36,55,294400,96400,198000,TUESDAY,H,H,WHH
Christ College ATM,15-01-2014,78,39,39,313800,217600,96200,WEDNESDAY,H,H,HHH
Christ College ATM,16-01-2014,116,36,80,354500,119900,234600,THURSDAY,H,H,HHW
Christ College ATM,17-01-2014,239,58,181,1042800,248900,793900,FRIDAY,NH,W,HWH
Christ College ATM,18-01-2014,170,54,116,741600,337800,403800,SATURDAY,NH,H,WHH
Christ College ATM,19-01-2014,148,36,112,461600,96300,365300,SUNDAY,NH,H,HHW
Christ College ATM,20-01-2014,187,70,117,762100,327300,434800,MONDAY,NH,W,HWW
Christ College ATM,21-01-2014,175,59,116,801900,340400,461500,TUESDAY,NH,W,WWW
Christ College ATM,22-01-2014,157,67,90,705700,444300,261400,WEDNESDAY,NH,W,WWW
Christ College ATM,23-01-2014,110,69,41,461800,308500,153300,THURSDAY,NH,W,WWW
Christ College ATM,24-01-2014,86,45,41,362700,285300,77400,FRIDAY,NH,W,WWH
Christ College ATM,25-01-2014,144,61,83,636700,339900,296800,SATURDAY,NH,H,WHH
Christ College ATM,26-01-2014,137,35,102,349900,137100,212800,SUNDAY,N,H,HHW
Christ College ATM,27-01-2014,127,46,81,467400,216200,251200,MONDAY,NH,W,HWW
Christ College ATM,28-01-2014,139,33,106,444200,152500,291700,TUESDAY,NH,W,WWW
Christ College ATM,29-01-2014,148,46,102,549600,257200,292400,WEDNESDAY,NH,W,WWW
Christ College ATM,30-01-2014,126,43,83,592100,267700,324400,THURSDAY,NH,W,WWW
Christ College ATM,31-01-2014,231,67,164,980200,298000,682200,FRIDAY,NH,W,WWH
Christ College ATM,01-02-2014,195,57,138,937600,323600,614000,SATURDAY,NH,H,WHH
Christ College ATM,02-02-2014,267,50,217,1201400,274000,927400,SUNDAY,NH,H,HHW
Christ College ATM,03-02-2014,140,42,98,498600,173600,325000,MONDAY,NH,W,HWW
Christ College ATM,04-02-2014,192,71,121,981600,405400,576200,TUESDAY,NH,W,WWW
Christ College ATM,05-02-2014,173,74,99,708600,242600,466000,WEDNESDAY,NH,W,WWW
Christ College ATM,06-02-2014,220,68,152,866200,380400,485800,THURSDAY,NH,W,WWW
Christ College ATM,07-02-2014,183,46,137,643800,205900,437900,FRIDAY,NH,W,WWH
Christ College ATM,08-02-2014,236,80,156,1087300,473700,613600,SATURDAY,NH,H,WHH
Christ College ATM,09-02-2014,81,37,44,357400,181100,176300,SUNDAY,NH,H,HHW
Christ College ATM,10-02-2014,212,58,154,1127700,318000,809700,MONDAY,NH,W,HWW
Christ College ATM,11-02-2014,236,62,174,841100,230800,610300,TUESDAY,NH,W,WWW
Christ College ATM,12-02-2014,179,61,118,933600,397300,536300,WEDNESDAY,NH,W,WWW
Christ College ATM,13-02-2014,132,54,78,613800,293800,320000,THURSDAY,NH,W,WWW
Christ College ATM,14-02-2014,154,65,89,768100,365300,402800,FRIDAY,NH,W,WWH
Christ College ATM,15-02-2014,162,63,99,658000,281600,376400,SATURDAY,NH,H,WHH
Christ College ATM,16-02-2014,182,44,138,525000,119400,405600,SUNDAY,NH,H,HHW
Christ College ATM,17-02-2014,111,50,61,378700,205300,173400,MONDAY,NH,W,HWW
Christ College ATM,18-02-2014,102,57,45,484000,315200,168800,TUESDAY,NH,W,WWW
Christ College ATM,19-02-2014,160,67,93,666100,388600,277500,WEDNESDAY,NH,W,WWW
Christ College ATM,20-02-2014,150,54,96,680200,335000,345200,THURSDAY,NH,W,WWW
Christ College ATM,21-02-2014,196,66,130,731200,315200,416000,FRIDAY,NH,W,WWH
Christ College ATM,22-02-2014,126,68,58,582700,378200,204500,SATURDAY,NH,H,WHH
Christ College ATM,23-02-2014,146,46,100,482700,118200,364500,SUNDAY,NH,H,HHW
Christ College ATM,24-02-2014,192,44,148,639800,197900,441900,MONDAY,NH,W,HWW
Christ College ATM,25-02-2014,254,71,183,867100,342700,524400,TUESDAY,NH,W,WWW
Christ College ATM,26-02-2014,159,56,103,693700,329900,363800,WEDNESDAY,NH,W,WWW
Christ College ATM,27-02-2014,186,72,114,824500,417500,407000,THURSDAY,NH,W,WWW
Christ College ATM,28-02-2014,194,54,140,747200,220100,527100,FRIDAY,NH,W,WWH
Christ College ATM,01-03-2014,225,66,159,1119600,370100,749500,SATURDAY,NH,H,WHH
Christ College ATM,02-03-2014,251,70,181,1017100,301400,715700,SUNDAY,NH,H,HHW
Christ College ATM,03-03-2014,373,63,310,1670800,292000,1378800,MONDAY,NH,W,HWW
Christ College ATM,04-03-2014,301,84,217,1487000,553100,933900,TUESDAY,NH,W,WWW
Christ College ATM,05-03-2014,294,80,214,1447400,512100,935300,WEDNESDAY,NH,W,WWW
Christ College ATM,06-03-2014,189,60,129,945900,243200,702700,THURSDAY,NH,W,WWW
Christ College ATM,07-03-2014,211,41,170,908700,204600,704100,FRIDAY,NH,W,WWH
Christ College ATM,08-03-2014,272,69,203,1252500,362800,889700,SATURDAY,NH,H,WHH
Christ College ATM,09-03-2014,136,35,101,529800,199000,330800,SUNDAY,NH,H,HHW
Christ College ATM,10-03-2014,208,71,137,994200,385600,608600,MONDAY,NH,W,HWW
Christ College ATM,11-03-2014,200,54,146,762800,251100,511700,TUESDAY,NH,W,WWW
Christ College ATM,12-03-2014,127,48,79,685700,342300,343400,WEDNESDAY,NH,W,WWW
Christ College ATM,13-03-2014,118,55,63,530100,282000,248100,THURSDAY,NH,W,WWW
Christ College ATM,14-03-2014,100,53,47,442200,293700,148500,FRIDAY,NH,W,WWH
Christ College ATM,15-03-2014,132,69,63,582300,332100,250200,SATURDAY,NH,H,WHH
Christ College ATM,16-03-2014,143,40,103,586200,208400,377800,SUNDAY,NH,H,HHW
Christ College ATM,17-03-2014,204,68,136,819800,369300,450500,MONDAY,NH,W,HWW
Christ College ATM,18-03-2014,206,64,142,924000,426100,497900,TUESDAY,NH,W,WWW
Christ College ATM,19-03-2014,127,66,61,699700,468700,231000,WEDNESDAY,NH,W,WWW
Christ College ATM,20-03-2014,128,52,76,474400,240600,233800,THURSDAY,NH,W,WWW
Christ College ATM,21-03-2014,128,51,77,591900,227300,364600,FRIDAY,NH,W,WWH
Christ College ATM,22-03-2014,164,59,105,737000,382500,354500,SATURDAY,NH,H,WHH
Christ College ATM,23-03-2014,120,28,92,465700,190800,274900,SUNDAY,NH,H,HHW
Christ College ATM,24-03-2014,88,65,23,468100,393700,74400,MONDAY,NH,W,HWW
Christ College ATM,25-03-2014,128,75,53,732500,550500,182000,TUESDAY,NH,W,WWW
